iter	Logloss
660	0.3218339366
661	0.3217416509
662	0.3216408045
663	0.321529239
664	0.3214230148
665	0.3213622233
666	0.3212478402
667	0.3211312063
668	0.3210523196
669	0.3209912958
670	0.3209058956
671	0.320801454
672	0.3206962666
673	0.3206014451
674	0.3204751269
675	0.3203237079
676	0.3201985202
677	0.3201395776
678	0.3200130523
679	0.319925841
680	0.3197897947
681	0.319721795
682	0.3196097659
683	0.3194519449
684	0.3193227203
685	0.3192122282
686	0.319105168
687	0.3189943139
688	0.3188786516
689	0.3187761401
690	0.3187292731
691	0.3186596058
692	0.3185804966
693	0.3185188216
694	0.3183680194
695	0.3182589524
696	0.3181448337
697	0.3180139325
698	0.3179538741
699	0.3178666656
700	0.3177836929
701	0.3176884369
702	0.317612116
703	0.3175218114
704	0.317458154
705	0.3173150051
706	0.3171880678
707	0.3170179706
708	0.3169207628
709	0.3167713003
710	0.3166570025
711	0.3165536397
712	0.3164406142
713	0.3163481518
714	0.3162161105
715	0.3160978064
716	0.316024324
717	0.3159409937
718	0.3158826841
719	0.3157839357
720	0.3157274386
721	0.3156146285
722	0.3155171783
723	0.3154177035
724	0.3153240292
725	0.3152015307
726	0.3151053651
727	0.3150147882
728	0.3149290312
729	0.3147958853
730	0.3147015004
731	0.3146120312
732	0.3145473011
733	0.3144464352
734	0.3143782687
735	0.3142773795
736	0.3141843067
737	0.3140985633
738	0.3140173332
739	0.3139231104
740	0.3138350378
741	0.3137284924
742	0.3135917418
743	0.3134656684
744	0.3133831464
745	0.3133238017
746	0.3132096492
747	0.3131402883
748	0.3130864378
749	0.3130238972
750	0.3129186289
751	0.3127957221
752	0.3127023708
753	0.3126432126
754	0.3125606136
755	0.312444065
756	0.3123444548
757	0.3122881803
758	0.3121913461
759	0.3120988303
760	0.3120039063
761	0.3119081254
762	0.3118211695
763	0.3117283322
764	0.3116526979
765	0.3115700801
766	0.3115011467
767	0.3114104327
768	0.3113054074
769	0.311226519
770	0.3111167817
771	0.3110302698
772	0.3109542245
773	0.310878987
774	0.3107447714
775	0.3106804864
776	0.3105827821
777	0.310519946
778	0.3104199567
779	0.3103362089
780	0.3102544245
781	0.3102009542
782	0.310124443
783	0.3100267315
784	0.3099500482
785	0.3098379756
786	0.3097405863
787	0.3096160158
788	0.3095290142
789	0.3094608511
790	0.3094096749
791	0.3093337244
792	0.3092269206
793	0.3091115478
794	0.3090621853
795	0.3089729208
796	0.3088886171
797	0.3087995582
798	0.3086930784
799	0.3085933746
800	0.3084932074
801	0.3083967464
802	0.3083016505
803	0.3082416537
804	0.3081358645
805	0.3080656879
806	0.3079989452
807	0.3079272526
808	0.307877225
809	0.3077617715
810	0.3077020647
811	0.3076345886
812	0.3075766379
813	0.3074583861
814	0.3073516023
815	0.3072730104
816	0.3071799194
817	0.3070503444
818	0.3069371273
819	0.3068223722
820	0.3067757629
821	0.3066815343
822	0.3065906589
823	0.3064978998
824	0.3063927367
825	0.3062944011
826	0.3061945054
827	0.3061400482
828	0.3060794388
829	0.305974704
830	0.3058881298
831	0.3057738081
832	0.3056991342
833	0.305650775
834	0.3055141477
835	0.3054464138
836	0.3053608758
837	0.3052862644
838	0.3051951141
839	0.3050612482
840	0.304923587
841	0.3048472793
842	0.3047932241
843	0.3047295211
844	0.3046631787
845	0.3045773985
846	0.3044833115
847	0.3044198812
848	0.3043253406
849	0.3042336187
850	0.3041625976
851	0.3040699273
852	0.3039596637
853	0.3038920726
854	0.3038524285
855	0.3037625226
856	0.3036488478
857	0.3035873382
858	0.3035233368
859	0.3034256959
860	0.3033339471
861	0.3032666395
862	0.3031550596
863	0.3030896221
864	0.3029855388
865	0.3028536345
866	0.3028027462
867	0.3027221849
868	0.3026453503
869	0.3025618289
870	0.3024313151
871	0.3023654588
872	0.3023105571
873	0.3022244475
874	0.3021133528
875	0.302050815
876	0.3019533322
877	0.3018366492
878	0.3017286282
879	0.3015907017
880	0.3014161624
881	0.301359474
882	0.3012821235
883	0.3012451441
884	0.3011752524
885	0.3010826664
886	0.3010300061
887	0.3009823185
888	0.3008774451
889	0.3008254383
890	0.3007422979
891	0.3006552056
892	0.3005826316
893	0.3004783868
894	0.3004106883
895	0.3003079272
896	0.3002198786
897	0.3001382919
898	0.3000536295
899	0.2999974312
900	0.2999052734
901	0.2998283955
902	0.299669162
903	0.2995702927
904	0.2994848638
905	0.2994288378
906	0.2993493233
907	0.2992888286
908	0.299209324
909	0.2991347836
910	0.2990196418
911	0.298923526
912	0.2988465134
913	0.2987733217
914	0.2986571366
915	0.2985499495
916	0.2984524918
917	0.2983263052
918	0.2982073391
919	0.2981696828
920	0.2981104143
921	0.2980190359
922	0.2979343991
923	0.2978928525
924	0.2978140521
925	0.2977263239
926	0.2976443284
927	0.297557764
928	0.2975190848
929	0.297432762
930	0.297346078
931	0.2972389086
932	0.2971989333
933	0.2971403306
934	0.2970714221
935	0.2970187761
936	0.2969204297
937	0.2968301598
938	0.2967262958
939	0.2966525817
940	0.2965662603
941	0.2965233803
942	0.2964549475
943	0.2963760834
944	0.2963017308
945	0.2962392206
946	0.2961185234
947	0.2960158907
948	0.2958852347
949	0.2958242139
950	0.2957220507
951	0.29564043
952	0.2955425233
953	0.2954576283
954	0.2954101298
955	0.2953348131
956	0.2952615498
957	0.2951964992
958	0.2951307466
959	0.2950637613
960	0.2949592605
961	0.2948743493
962	0.294799398
963	0.2947538497
964	0.2947095882
965	0.2946642577
966	0.2946190496
967	0.2945252227
968	0.2944116527
969	0.2943227797
970	0.2942157781
971	0.2941531846
972	0.2940831011
973	0.293996601
974	0.2939164786
975	0.2938356832
976	0.2937761994
977	0.293690671
978	0.2935971238
979	0.293529755
980	0.2934720557
981	0.2933434855
982	0.2932833811
983	0.2932255915
984	0.2931525401
985	0.2930447142
986	0.2928422467
987	0.2927981177
988	0.2927633843
989	0.2927037763
990	0.2925451854
991	0.2924795248
992	0.2923668221
993	0.2922494996
994	0.2921748514
995	0.2921053088
996	0.2920231546
997	0.2919752705
998	0.2919242544
999	0.2918188854
